id,price
0,401.9151405614057
1,2012.203401679862
2,9710.244592517513
3,498.98700342034863
4,9850.136280089295
5,2120.006616248521
6,957.0268520292748
7,10161.547509160533
8,925.8134494993101
9,520.6954945382399
10,10506.920214804873
11,14435.08011835508
12,4056.236897475816
13,3771.820507390745
14,3071.2698431704384
15,594.735727386631
16,18231.00381425584
17,3439.479821242779
18,2938.1937437597007
19,8283.093818592488
20,9466.623799285733
21,15939.890278517703
22,4798.288057859022
23,4920.428675845891
24,2840.8325118944144
25,6813.1216207241305
26,6654.721024192114
27,880.6002072915194
28,875.7469480552168
29,4804.666651892376
30,9695.544291605067
31,496.77211525532357
32,5023.643100714329
33,1763.7825018061963
34,1975.8306734694806
35,699.9022285449305
36,1657.7802743584389
37,7559.996154739932
38,4174.782141227915
39,15746.649001525506
40,1923.161398607009
41,947.2576944371167
42,504.5997175759303
43,949.7399591176013
44,631.9389856694356
45,7763.868966594548
46,14956.633635753406
47,10482.769394288234
48,461.712816222067
49,572.1874151245565
50,10417.083274263478
51,3377.4339088744523
52,2590.0491755057838
53,3871.15905887947
54,4962.487751297323
55,2075.6117138469435
56,4654.334547897403
57,1169.8766375766031
58,9941.286076797107
59,795.3843566906621
60,5352.388337171326
61,4909.549662476259
62,803.0847916033167
63,3713.747367509758
64,5615.872341267854
65,6538.560555619924
66,10335.419233362696
67,2089.4584585749817
68,8697.978069051807
69,4586.646029567761
70,9763.16694971215
71,6889.470124722596
72,4872.082311495678
73,4644.8163640901375
74,1526.4509189704477
75,3178.166535707081
76,4645.510138995889
77,4191.889957790748
78,380.3637190852078
79,930.493731114117
80,1014.620781283139
81,1959.6548927127292
82,480.6517987616712
83,3768.234848441119
84,3221.951265407146
85,5499.557800520226
86,3612.601968882519
87,2422.0902998527063
88,1297.629660700964
89,3509.3734279026357
90,1685.85470924039
91,654.4794554984633
92,447.91053233302
93,7938.302916448295
94,649.9418694311521
95,875.418466602519
96,4319.3486327683295
97,5745.650069488944
98,2747.8922855485216
99,5288.959109532934
100,2421.185785002119
101,3647.9233213046728
102,11284.330132782441
103,777.9045028155424
104,4966.984382185967
105,781.0211757340226
106,513.6007757063221
107,6544.356413167132
108,737.4309641795348
109,3647.8101199735456
110,986.4348712849592
111,4963.12911808203
112,885.1936440886875
113,777.6859400910457
114,1384.0430093327082
115,470.9492298133082
116,680.4831219789717
117,640.3653275083238
118,4780.41345800192
119,1982.6549918428332
120,1515.0754913837027
121,1101.548942613245
122,919.6773061990061
123,13478.004182428911
124,708.0500577683479
125,452.49042891495947
126,3437.195781595805
127,4499.1188058515445
128,1338.6004757906467
129,11046.422445337292
130,765.3108512532158
131,12991.085742796151
132,10068.430312440832
133,964.8621205896779
134,2814.515774495242
135,1567.8241897890525
136,5192.383880198988
137,1396.4744653968073
138,3450.1969249119443
139,1366.9446227510998
140,657.0560623335023
141,5036.329463932454
142,721.479726017375
143,481.31263175122695
144,5100.977604000766
145,1059.0171725314199
146,6598.2282176935205
147,7959.763741564055
148,4288.425921125593
149,16332.037024269339
150,3994.6048315101857
151,3397.2662304839705
152,2934.9953005908546
153,776.663289136101
154,14072.491620256304
155,5269.6992910555855
156,566.7984541058122
157,896.4839206411566
158,1804.0524814123673
159,844.6916382155441
160,623.0139561722249
161,2907.484484769737
162,11581.341065360855
163,1346.587011404698
164,6849.441745326922
165,10897.928994105412
166,4409.807931283345
167,2960.760739264988
168,446.52622406819364
169,937.0118380410381
170,377.80477039807784
171,3750.0216756741124
172,883.6891490909188
173,985.0589055184159
174,1227.008593533927
175,3118.2071303518783
176,1865.4863139739186
177,9851.391099573419
178,560.2387700718364
179,3879.6551950143153
180,428.2404505227978
181,1618.2845977601537
182,9572.183481274442
183,806.3465210981517
184,15692.881377550091
185,4854.898586380356
186,2577.3094190797374
187,2500.0540905937814
188,804.59359477401
189,8631.296073262467
190,6701.165565380768
191,2682.759053087125
192,6079.844393752084
193,2443.1857473459154
194,941.7204271943106
195,3599.5006329660905
196,541.6470199199498
197,3604.022830475394
198,499.7898817583218
199,849.6177715688955
200,4356.897328892485
201,6016.293081407026
202,4485.8254759983265
203,12779.58306483197
204,1818.5818259561383
205,976.1441675442084
206,980.2261944717907
207,546.8619407802976
208,2833.4285959003473
209,1430.5491578581768
210,1437.7078265709038
211,2595.6205921523606
212,2338.4742230465827
213,1586.2703813603848
214,1469.4157707623003
215,3333.7208294597244
216,824.2288805637099
217,562.1309200873557
218,1192.234782924328
219,2819.514751568824
220,1803.0949045887573
221,4800.255578964543
222,3023.0836132183763
223,585.5693727466632
224,2729.0577936682794
225,1494.6801833959144
226,725.6339085586651
227,833.691044305619
228,5708.378220019013
229,2672.3106731520556
230,1889.8175893054213
231,16004.93880114895
232,6107.511732946284
233,926.2230590515969
234,1330.338990077587
235,3454.9414021794355
236,14583.968299254539
237,4358.315306889928
238,1094.6075114744376
239,896.6310621215584
240,4584.742954199526
241,3432.3611191275845
242,4235.589165881862
243,10010.562137443869
244,16003.476553228134
245,5631.216774367321
246,2223.7466777771197
247,2221.983766832605
248,1152.5762142263284
249,1013.2233598882854
250,2791.2971962704396
251,3311.324129668088
252,1794.334129561625
253,3027.8021250734237
254,821.4747082954959
255,1812.4880301340822
256,551.8788160059275
257,563.1843575915236
258,531.0174432542608
259,4008.788134236004
260,1271.2838732955533
261,2557.4345781631155
262,1015.8617102808121
263,13903.709628582445
264,15799.928354641346
265,6269.060586909258
266,5562.111527258675
267,452.60012580832836
268,1820.6831682492816
269,2567.5468132331257
270,700.2159374827529
271,992.6343283869478
272,5958.094449815098
273,1956.4560055027796
274,974.6535347764125
275,916.440896319843
276,926.9158987199353
277,2689.9835648886537
278,828.8495949067924
279,7043.907824552998
280,6182.767874643195
281,1466.6626007490222
282,2391.637738255933
283,9373.674807992496
284,2281.461182504498
285,5704.320536508171
286,4920.3039386845485
287,3330.7624562085557
288,9407.785931671999
289,1086.103223563328
290,776.6184945794221
291,12097.225517612322
292,638.4403726484279
293,385.8801186063497
294,797.2164014420068
295,10173.712823515252
296,4608.314497044291
297,2065.804316489386
298,1040.6125191151755
299,2839.7774714768893
300,6168.202088806051
301,2479.2655792082523
302,905.0488971583563
303,15448.653829670016
304,10477.071634799246
305,645.3736643756815
306,1830.177308815647
307,5727.904880410476
308,3344.706103801802
309,1398.3107419291837
310,17099.866744356135
311,4896.952240888428
312,643.8600211669605
313,1792.8139487431818
314,675.2702740563409
315,14709.44440242911
316,1952.6388726296282
317,1795.4072438136682
318,8480.60376440244
319,5105.92218070898
320,3785.2739487450813
321,2261.927041058746
322,4850.902939801148
323,1813.9891608091434
324,2446.126951409619
325,14087.199825399483
326,8749.008348020649
327,1162.8504370235119
328,8200.260158644334
329,4619.493998846752
330,477.28761651073773
331,1000.2181894619553
332,1013.411686245181
333,12991.267372075981
334,647.4610186661771
335,546.1792367692519
336,455.63491397466214
337,4846.489733583363
338,4302.8748278159
339,4212.946543339075
340,1312.372915842293
341,1229.1655301987244
342,1962.6653788853703
343,2234.3397675977953
344,2090.5080005807754
345,5140.561955032418
346,1350.0812363573245
347,678.8375313853239
